BlockId;Coordinates;cv_cox_avg;cv_centurylink_avg;cv_cox_dict;cv_centurylink_dict
40131104004006;[[33.492255, -112.093545], [33.492277, -112.095696], [33.493184, -112.095693], [33.49317, -112.095576], [33.49315, -112.093508], [33.493046, -112.093531], [33.492255, -112.093545]];5.64;8.717222222222222;{"5.64": 18};{"9.23": 17, "0.0": 1}
40131104001013;[[33.489278, -112.083844], [33.489272, -112.084088], [33.489274, -112.08419], [33.489286, -112.084436], [33.489312999999996, -112.084682], [33.489368, -112.08499499999999], [33.489416, -112.085195], [33.489573, -112.085734], [33.489633999999995, -112.085995], [33.489663, -112.086161], [33.489694, -112.086413], [33.489709999999995, -112.08664999999999], [33.489711, -112.086953], [33.490443, -112.086951], [33.490438999999995, -112.08660499999999], [33.49042, -112.086372], [33.490395, -112.086183], [33.490347, -112.085931], [33.490297999999996, -112.085725], [33.490142999999996, -112.085187], [33.490085, -112.084938], [33.490043, -112.084685], [33.49002, -112.084471], [33.490006, -112.08423], [33.490007, -112.08387], [33.489278, -112.083844]];5.251034482758619;9.229999999999997;{"5.64": 27, "0.0": 2};{"9.23": 29}
40131104001010;[[33.490007, -112.08387], [33.490006, -112.08423], [33.49002, -112.084471], [33.490043, -112.084685], [33.490085, -112.084938], [33.490142999999996, -112.085187], [33.490297999999996, -112.085725], [33.490347, -112.085931], [33.490395, -112.086183], [33.49042, -112.086372], [33.490438999999995, -112.08660499999999], [33.490443, -112.086951], [33.491177, -112.08695], [33.491171, -112.08662], [33.491158, -112.086424], [33.491133999999995, -112.086214], [33.49109, -112.085959], [33.491034, -112.085724], [33.490978999999996, -112.085536], [33.490895, -112.085262], [33.490828, -112.085002], [33.490783, -112.084764], [33.490753999999995, -112.084519], [33.490738, -112.084256], [33.490744, -112.083896], [33.490007, -112.08387]];5.639999999999998;8.570714285714283;{"5.64": 28};{"9.23": 26, "0.0": 2}
40131104004014;[[33.490423, -112.092565], [33.490451, -112.095702], [33.491363, -112.095699], [33.491338999999996, -112.09255999999999], [33.490423, -112.092565]];5.639999999999999;8.860799999999998;{"5.64": 25};{"9.23": 24, "0.0": 1}
40131104004020;[[33.487783, -112.09461999999999], [33.487792999999996, -112.095703], [33.488625, -112.095709], [33.489534, -112.095706], [33.489528, -112.094603], [33.487783, -112.09461999999999]];5.64;8.614666666666668;{"5.64": 15};{"9.23": 14, "0.0": 1}
40131104004013;[[33.490465, -112.097785], [33.491379, -112.097786], [33.491363, -112.095699], [33.490451, -112.095702], [33.490465, -112.097785]];5.2875;8.653125000000001;{"5.64": 15, "0.0": 1};{"9.23": 15, "0.0": 1}
40131104004016;[[33.489534, -112.095706], [33.489553, -112.097788], [33.490465, -112.097785], [33.490451, -112.095702], [33.489534, -112.095706]];5.263999999999999;7.999333333333336;{"5.64": 14, "0.0": 1};{"9.23": 13, "0.0": 2}
40131170001007;[[33.488697, -112.104736], [33.489556, -112.104735], [33.489556, -112.103668], [33.488701999999996, -112.103668], [33.487806, -112.103668], [33.487797, -112.104736], [33.488697, -112.104736]];5.326666666666666;9.229999999999999;{"5.64": 17, "0.0": 1};{"9.23": 18}
40131170003006;[[33.485614999999996, -112.110581], [33.485591, -112.11063899999999], [33.485534, -112.110809], [33.485489, -112.110984], [33.485456, -112.111166], [33.485442, -112.111294], [33.485431, -112.111492], [33.485433, -112.111519], [33.485445, -112.11155600000001], [33.48547, -112.111594], [33.485504999999996, -112.111621], [33.485521999999996, -112.111628], [33.486058, -112.111748], [33.486095, -112.111744], [33.48612, -112.11173], [33.486139, -112.111712], [33.486159, -112.111675], [33.486165, -112.111633], [33.486173, -112.111419], [33.48619, -112.111208], [33.486221, -112.111006], [33.486274, -112.110756], [33.486325, -112.110573], [33.485614999999996, -112.110581]];5.64;9.230000000000002;{"5.64": 8};{"9.23": 8}
40131170003001;[[33.487752, -112.110558], [33.487752, -112.110442], [33.487761, -112.109302], [33.487767999999996, -112.108412], [33.486902, -112.108425], [33.486903999999996, -112.108736], [33.486908, -112.108881], [33.486933, -112.109224], [33.486973, -112.109566], [33.486998, -112.109822], [33.487012, -112.110086], [33.487012, -112.110566], [33.487752, -112.110558]];5.237142857142857;9.230000000000002;{"5.64": 13, "0.0": 1};{"9.23": 14}
40131170003002;[[33.486139, -112.108437], [33.48614, -112.108528], [33.486151, -112.108856], [33.486168, -112.109068], [33.486202999999996, -112.109319], [33.486247, -112.109544], [33.486278999999996, -112.109749], [33.486306, -112.110019], [33.486325, -112.110573], [33.487012, -112.110566], [33.487012, -112.110086], [33.486998, -112.109822], [33.486973, -112.109566], [33.486933, -112.109224], [33.486908, -112.108881], [33.486903999999996, -112.108736], [33.486902, -112.108425], [33.486139, -112.108437]];5.64;8.076250000000002;{"5.64": 16};{"9.23": 14, "0.0": 2}
40131170003005;[[33.485374, -112.108448], [33.485379, -112.10873], [33.485397, -112.108958], [33.485439, -112.109228], [33.48547, -112.10936699999999], [33.485524999999996, -112.109566], [33.485571, -112.10976099999999], [33.485602, -112.109967], [33.485617999999995, -112.110198], [33.485614999999996, -112.110581], [33.486325, -112.110573], [33.486306, -112.110019], [33.486278999999996, -112.109749], [33.486247, -112.109544], [33.486202999999996, -112.109319], [33.486168, -112.109068], [33.486151, -112.108856], [33.48614, -112.108528], [33.486139, -112.108437], [33.485374, -112.108448]];5.64;8.614666666666668;{"5.64": 15};{"9.23": 14, "0.0": 1}
40131170003017;[[33.485374, -112.108448], [33.484606, -112.10846], [33.484611, -112.108697], [33.484615999999995, -112.10878], [33.48464, -112.108975], [33.484676, -112.10915299999999], [33.484722999999995, -112.109311], [33.484798999999995, -112.109519], [33.484842, -112.109668], [33.484856, -112.109719], [33.484887, -112.109871], [33.484907, -112.11002500000001], [33.484918, -112.110206], [33.484916, -112.110588], [33.485614999999996, -112.110581], [33.485617999999995, -112.110198], [33.485602, -112.109967], [33.485571, -112.10976099999999], [33.485524999999996, -112.109566], [33.48547, -112.10936699999999], [33.485439, -112.109228], [33.485397, -112.108958], [33.485379, -112.10873], [33.485374, -112.108448]];5.2875;8.088750000000003;{"5.64": 15, "0.0": 1};{"9.23": 14, "0.2": 1, "0.0": 1}
40131170003016;[[33.484758, -112.106312], [33.484746, -112.106839], [33.484722999999995, -112.107106], [33.484662, -112.107515], [33.484634, -112.107752], [33.484609999999996, -112.10807], [33.484606, -112.10846], [33.485374, -112.108448], [33.485377, -112.108063], [33.485389999999995, -112.107849], [33.485424, -112.107552], [33.485493999999996, -112.10710399999999], [33.485521999999996, -112.106804], [33.485529, -112.106596], [33.485532, -112.106304], [33.484758, -112.106312]];5.2875;7.540000000000003;{"5.64": 15, "0.0": 1};{"9.23": 13, "0.0": 1, "0.45": 1, "0.2": 1}
40131170003004;[[33.485532, -112.106304], [33.485529, -112.106596], [33.485521999999996, -112.106804], [33.485493999999996, -112.10710399999999], [33.485424, -112.107552], [33.485389999999995, -112.107849], [33.485377, -112.108063], [33.485374, -112.108448], [33.486139, -112.108437], [33.486143999999996, -112.108086], [33.486162, -112.107735], [33.486176, -112.107573], [33.486246, -112.107], [33.486264, -112.106736], [33.486269, -112.106547], [33.486272, -112.106296], [33.485763, -112.106301], [33.485532, -112.106304]];5.3082352941176465;8.687058823529412;{"5.64": 16, "0.0": 1};{"9.23": 16, "0.0": 1}
40131104003019;[[33.485461, -112.091352], [33.484079, -112.091356], [33.484105, -112.093549], [33.485026999999995, -112.093542], [33.485017, -112.092704], [33.485022, -112.092656], [33.485042, -112.092589], [33.485073, -112.092536], [33.485118, -112.09249], [33.485169, -112.092459], [33.485223999999995, -112.092444], [33.485473, -112.092438], [33.485461, -112.091352]];5.127272727272727;9.229999999999997;{"5.64": 20, "0.0": 2};{"9.23": 22}
40131104003007;[[33.485026999999995, -112.093542], [33.484105, -112.093549], [33.48413, -112.095722], [33.485507999999996, -112.09572], [33.485498, -112.094634], [33.485236, -112.094635], [33.485183, -112.094618], [33.48514, -112.094591], [33.485104, -112.094556], [33.485073, -112.09451], [33.485051999999996, -112.09446], [33.485037999999996, -112.094388], [33.485026999999995, -112.093542]];5.102857142857142;8.35095238095238;{"5.64": 19, "0.0": 2};{"9.23": 19, "0.0": 2}
40131104003017;[[33.482295, -112.092472], [33.481626999999996, -112.09247500000001], [33.481569, -112.09249], [33.481513, -112.092522], [33.481465, -112.092569], [33.481428, -112.092625], [33.481403, -112.09269], [33.481392, -112.092759], [33.481403, -112.09357], [33.483219, -112.093556], [33.48321, -112.09275], [33.483194999999995, -112.092679], [33.483167, -112.092613], [33.483126999999996, -112.092557], [33.483075, -112.092512], [33.483018, -112.092484], [33.482954, -112.092472], [33.482295, -112.092472]];4.714499999999999;7.897999999999999;{"5.64": 16, "0.0": 3, "4.05": 1};{"0.6": 1, "9.23": 17, "0.0": 1, "0.45": 1}
40131170003008;[[33.48482, -112.111196], [33.484822, -112.11102], [33.484336, -112.111024], [33.48422, -112.111035], [33.484164, -112.11104], [33.483803, -112.111045], [33.483784, -112.11151], [33.48379, -112.111557], [33.483810999999996, -112.111599], [33.483843, -112.11163], [33.483883, -112.111645], [33.484665, -112.111651], [33.48471, -112.111647], [33.484755, -112.111623], [33.48478, -112.111597], [33.484806, -112.111548], [33.484815999999995, -112.111491], [33.48482, -112.111196]];3.811764705882352;0.18823529411764708;{"0.0": 1, "4.05": 16};{"0.2": 16, "0.0": 1}
40131168002002;[[33.480677, -112.105805], [33.480669, -112.10478], [33.479996, -112.104792], [33.479177, -112.104797], [33.479104, -112.104787], [33.479073, -112.104772], [33.479017999999996, -112.104733], [33.478816, -112.104516], [33.478603, -112.104273], [33.478603, -112.104529], [33.478651, -112.106377], [33.478676, -112.107412], [33.479399, -112.107379], [33.479441, -112.10736299999999], [33.479478, -112.10733], [33.479509, -112.107287], [33.479526, -112.107238], [33.479532999999996, -112.107189], [33.479532, -112.10717], [33.479532, -112.106327], [33.479545, -112.106232], [33.479579, -112.10612499999999], [33.479614999999995, -112.106054], [33.479664, -112.105978], [33.479721999999995, -112.105916], [33.479791999999996, -112.105863], [33.479869, -112.105827], [33.479953, -112.105809], [33.479985, -112.105807], [33.480677, -112.105805]];5.1888;8.491599999999998;{"0.0": 2, "5.64": 23};{"9.23": 23, "0.0": 2}
40131168002003;[[33.478701, -112.108445], [33.479315, -112.108423], [33.480072, -112.108406], [33.480697, -112.108414], [33.480699, -112.10836], [33.480705, -112.108044], [33.480677, -112.105805], [33.479985, -112.105807], [33.479953, -112.105809], [33.479869, -112.105827], [33.479791999999996, -112.105863], [33.479721999999995, -112.105916], [33.479664, -112.105978], [33.479614999999995, -112.106054], [33.479579, -112.10612499999999], [33.479545, -112.106232], [33.479532, -112.106327], [33.479532, -112.10717], [33.479532999999996, -112.107189], [33.479526, -112.107238], [33.479509, -112.107287], [33.479478, -112.10733], [33.479441, -112.10736299999999], [33.479399, -112.107379], [33.478676, -112.107412], [33.478701, -112.108445]];4.935;8.460833333333332;{"5.64": 21, "0.0": 3};{"9.23": 22, "0.0": 2}
40131168002034;[[33.477767, -112.104264], [33.477765999999995, -112.10430000000001], [33.477734999999996, -112.10455], [33.47773, -112.104644], [33.477728, -112.104814], [33.477737999999995, -112.105003], [33.477787, -112.105354], [33.477812, -112.105629], [33.477813999999995, -112.105772], [33.477809, -112.105971], [33.477792, -112.106217], [33.477773, -112.106344], [33.477748, -112.106403], [33.478651, -112.106377], [33.478603, -112.104529], [33.478603, -112.104273], [33.478119, -112.104261], [33.477767, -112.104264]];5.64;7.999333333333336;{"5.64": 15};{"9.23": 13, "0.0": 2}
